id,category,label,notice,word_count,char_length,clean_notice
236,A,Contract Dispute,"DISPUTE NOTICE — SCOPE OF WORK TO: Orion Dynamics Inc. FROM: Vertex Solutions LLC DATE: September 5, 2024 Vertex Solutions LLC hereby provides formal notice of a dispute regarding the scope of work under the Professional Services Contract dated January 15, 2022. Specifically, Orion Dynamics Inc. has unilaterally performed services outside the agreed Statement of Work (Exhibit A), resulting in unauthorized charges of $500,000. Pursuant to Section 8.6 of the agreement, Vertex Solutions LLC disputes these charges and requests a written justification within 14 days. If the parties cannot resolve this dispute amicably, the matter will be referred to mediation as specified in the contract.",105,692,dispute notice scope work orion dynamic inc vertex solution llc date september vertex solution llc hereby provides formal notice dispute regarding scope work professional service contract dated january specifically orion dynamic inc unilaterally performed service outside agreed statement work exhibit resulting unauthorized charge pursuant section agreement vertex solution llc dispute charge request written justification within day party cannot resolve dispute amicably matter referred mediation specified contract
237,C,Regulatory Compliance,"CONSUMER PROTECTION COMPLIANCE NOTICE TO: TechVault Analytics Ltd. FROM: Data Protection Commissioner DATE: November 27, 2024 Following a review of consumer complaints received between Q1 2023, Data Protection Commissioner has determined that TechVault Analytics Ltd.'s marketing practices constitute violations of the Clean Air Act, 42 U.S.C. § 7401 et seq.. Specifically, TechVault Analytics Ltd. has engaged in misleading pricing representations and failed to honor statutory refund rights. You are directed to revise all non-compliant advertising materials and implement a compliant refund process within 21 days. Full compliance reports must be submitted to this office. Failure to comply will result in public enforcement action, mandatory consumer redress, and fines of up to $15,000.",112,791,consumer protection compliance notice techvault analytics ltd data protection commissioner date november following review consumer complaint received q data protection commissioner determined techvault analytics ltd marketing practice constitute violation clean air act u c et seq specifically techvault analytics ltd engaged misleading pricing representation failed honor statutory refund right directed revise non compliant advertising material implement compliant refund process within day full compliance report must submitted office failure comply result public enforcement action mandatory consumer redress fine
238,B,Intellectual Property Claim,"DOMAIN NAME DISPUTE NOTICE TO: LifeScience Ventures Corp. FROM: BioMed IP Group DATE: February 18, 2025 BioMed IP Group is the owner of the federally registered trademark 'QUANTUMSEAL' and the domain name quantumseal.com. LifeScience Ventures Corp. has registered and is using the domain 'NeuralEdge SDK', which is confusingly similar to BioMed IP Group's trademark and domain. This constitutes cybersquatting under the Anti-Cybersquatting Consumer Protection Act (15 U.S.C. § 1125(d)). BioMed IP Group demands immediate transfer of the disputed domain to BioMed IP Group without compensation. If voluntary transfer is not confirmed within 7 days, BioMed IP Group will initiate proceedings under ICANN's Uniform Domain Name Dispute Resolution Policy (UDRP) and seek all available legal remedies.",115,795,domain name dispute notice lifescience venture corp biomed ip group date february biomed ip group owner federally registered trademark quantumseal domain name quantumseal com lifescience venture corp registered using domain neuraledge sdk confusingly similar biomed ip group trademark domain constitutes cybersquatting anti cybersquatting consumer protection act u c biomed ip group demand immediate transfer disputed domain biomed ip group without compensation voluntary transfer confirmed within day biomed ip group initiate proceeding icann uniform domain name dispute resolution policy udrp seek available legal remedy
239,A,Contract Dispute,"NOTICE OF WARRANTY BREACH TO: Delta Supply Chain Corp. FROM: Apex Manufacturing Co. DATE: July 8, 2024 Apex Manufacturing Co. hereby notifies Delta Supply Chain Corp. of a warranty breach under the Equipment Supply Agreement dated October 1, 2023. The equipment delivered under Purchase Order #29168 has failed to perform to the specifications warranted in Section 9.3, exhibiting critical operational defects. Despite 21 days' notice provided on March 1, 2022, Delta Supply Chain Corp. has failed to repair or replace the defective units. Apex Manufacturing Co. now demands full replacement of all defective equipment or a refund of $15,000, and reserves all rights to consequential damages arising from production losses.",110,723,notice warranty breach delta supply chain corp apex manufacturing co date july apex manufacturing co hereby notifies delta supply chain corp warranty breach equipment supply agreement dated october equipment delivered purchase order failed perform specification warranted section exhibiting critical operational defect despite day notice provided march delta supply chain corp failed repair replace defective unit apex manufacturing co demand full replacement defective equipment refund reserve right consequential damage arising production loss
240,A,Contract Dispute,"BREACH OF CONFIDENTIALITY NOTICE TO: Arbor Investment Holdings FROM: Keystone Financial Services DATE: September 5, 2024 This correspondence constitutes formal notice under Section 2.9 of the Mutual Non-Disclosure Agreement dated December 15, 2023. It has come to Keystone Financial Services's attention that Arbor Investment Holdings has disclosed proprietary business information — including pricing structures, client lists, and product roadmaps — to unauthorized third parties. Such disclosure constitutes a material breach entitling Keystone Financial Services to seek injunctive relief and damages exceeding $500,000. Arbor Investment Holdings must confirm in writing within 14 days all disclosures made, all recipients of such information, and steps taken to retrieve or contain the disclosed materials.",110,810,breach confidentiality notice arbor investment holding keystone financial service date september correspondence constitutes formal notice section mutual non disclosure agreement dated december come keystone financial service attention arbor investment holding disclosed proprietary business information including pricing structure client list product roadmaps unauthorized third party disclosure constitutes material breach entitling keystone financial service seek injunctive relief damage exceeding arbor investment holding must confirm writing within day disclosure made recipient information step taken retrieve contain disclosed material
241,A,Contract Dispute,"NOTICE OF CONTRACT TERMINATION FOR CAUSE TO: Radiant Broadcasting Corp. FROM: Luminary Media Group DATE: August 19, 2024 This notice serves to inform Radiant Broadcasting Corp. that Luminary Media Group is exercising its right to terminate the Distribution Agreement dated January 15, 2022 for cause, pursuant to Section 3.4. The grounds for termination include repeated failure to meet minimum purchase commitments and unauthorized sub-distribution to third parties. Luminary Media Group demands return of all proprietary materials within 30 days and full accounting of sales records for the period Q2 2024. All outstanding payments of $1,000,000 remain due and payable immediately.",100,683,notice contract termination cause radiant broadcasting corp luminary medium group date august notice serf inform radiant broadcasting corp luminary medium group exercising right terminate distribution agreement dated january cause pursuant section ground termination include repeated failure meet minimum purchase commitment unauthorized sub distribution third party luminary medium group demand return proprietary material within day full accounting sale record period q outstanding payment remain due payable immediately
242,A,Contract Dispute,"NOTICE OF FORCE MAJEURE DISPUTE TO: Radiant Broadcasting Corp. FROM: Luminary Media Group DATE: January 9, 2025 Luminary Media Group writes to formally contest Radiant Broadcasting Corp.'s invocation of the force majeure clause under Section 6.8 of the Supply Agreement dated January 15, 2022. The circumstances cited by Radiant Broadcasting Corp. do not meet the contractual threshold for force majeure relief, as supply chain disruptions of this nature were foreseeable and should have been mitigated. Accordingly, Luminary Media Group holds Radiant Broadcasting Corp. liable for delivery failures resulting in losses of $1,000,000. A written response is required within 21 business days, or this matter will be escalated to arbitration.",109,739,notice force majeure dispute radiant broadcasting corp luminary medium group date january luminary medium group writes formally contest radiant broadcasting corp invocation force majeure clause section supply agreement dated january circumstance cited radiant broadcasting corp meet contractual threshold force majeure relief supply chain disruption nature foreseeable mitigated accordingly luminary medium group hold radiant broadcasting corp liable delivery failure resulting loss written response required within business day matter escalated arbitration
243,C,Regulatory Compliance,"NOTICE OF REGULATORY VIOLATION TO: StreamLine Networks Ltd. FROM: Telecommunications Regulatory Office DATE: March 25, 2025 Following an inspection conducted on March 1, 2022, Telecommunications Regulatory Office has determined that StreamLine Networks Ltd. is in violation of Section 8.6 of the Bank Secrecy Act (BSA), 31 U.S.C. § 5311. Specifically, StreamLine Networks Ltd. has failed to maintain adequate records of customer transactions as mandated by applicable regulations. You are hereby directed to implement all required remediation measures within 14 calendar days of this notice. Failure to comply will result in the imposition of civil penalties of up to $1,000,000 per day of continued non-compliance. A written remediation plan must be submitted to this office by no later than the end of the current quarter.",124,824,notice regulatory violation streamline network ltd telecommunication regulatory office date march following inspection conducted march telecommunication regulatory office determined streamline network ltd violation section bank secrecy act bsa u c specifically streamline network ltd failed maintain adequate record customer transaction mandated applicable regulation hereby directed implement required remediation measure within calendar day notice failure comply result imposition civil penalty per day continued non compliance written remediation plan must submitted office later end current quarter
244,A,Contract Dispute,"NOTICE OF NON-COMPETE VIOLATION TO: Radiant Broadcasting Corp. FROM: Luminary Media Group DATE: December 2, 2024 Pursuant to Section 5.1 of the Employment and Consulting Agreement dated August 20, 2023, this notice serves to advise Radiant Broadcasting Corp. of a clear violation of the non-compete and non-solicitation provisions. Radiant Broadcasting Corp. has engaged in directly competitive business activities and solicited Luminary Media Group's clients within the restricted period and geography. Luminary Media Group demands immediate cessation of all such activities. Continued violations will result in an application for injunctive relief and a claim for liquidated damages as specified in the agreement, estimated at $75,000.",104,737,notice non compete violation radiant broadcasting corp luminary medium group date december pursuant section employment consulting agreement dated august notice serf advise radiant broadcasting corp clear violation non compete non solicitation provision radiant broadcasting corp engaged directly competitive business activity solicited luminary medium group client within restricted period geography luminary medium group demand immediate cessation activity continued violation result application injunctive relief claim liquidated damage specified agreement estimated
245,C,Regulatory Compliance,"WORKPLACE SAFETY ENFORCEMENT NOTICE TO: FastBuy E-Commerce Ltd. FROM: Consumer Protection Bureau DATE: January 9, 2025 An unannounced workplace inspection conducted on November 1, 2022 identified serious violations of the Sarbanes-Oxley Act (SOX) at FastBuy E-Commerce Ltd.'s premises. Hazards identified include inadequate machine guarding, absence of required safety signage, and failure to maintain mandatory incident logs. These violations present an imminent risk to worker safety. FastBuy E-Commerce Ltd. is directed to cease the affected operations immediately and submit a corrective action plan within 10 days. Penalties of up to $100,000 per violation will apply. A follow-up inspection will be conducted within 14 days to verify compliance.",106,751,workplace safety enforcement notice fastbuy e commerce ltd consumer protection bureau date january unannounced workplace inspection conducted november identified serious violation sarbanes oxley act sox fastbuy e commerce ltd premise hazard identified include inadequate machine guarding absence required safety signage failure maintain mandatory incident log violation present imminent risk worker safety fastbuy e commerce ltd directed cease affected operation immediately submit corrective action plan within day penalty per violation apply follow inspection conducted within day verify compliance
246,C,Regulatory Compliance,"TELECOMMUNICATIONS LICENCE COMPLIANCE NOTICE TO: National Staffing Group FROM: Workplace Standards Authority DATE: November 27, 2024 Workplace Standards Authority writes to advise that National Staffing Group's network operations are in breach of Licence Condition 7.1 of its telecommunications operating licence, granted under the Financial Industry Regulatory Authority (FINRA) Rule 4370. Specifically, National Staffing Group has failed to meet mandatory service availability targets for 50 consecutive months and has not implemented required network redundancy measures. National Staffing Group must submit a detailed remediation plan and timeline within 7 days. Continued breach beyond that date will result in formal enforcement proceedings, including imposition of financial penalties calculated at 4% of relevant turnover, up to a maximum of $50,000.",116,858,telecommunication licence compliance notice national staffing group workplace standard authority date november workplace standard authority writes advise national staffing group network operation breach licence condition telecommunication operating licence granted financial industry regulatory authority finra rule specifically national staffing group failed meet mandatory service availability target consecutive month implemented required network redundancy measure national staffing group must submit detailed remediation plan timeline within day continued breach beyond date result formal enforcement proceeding including imposition financial penalty calculated relevant turnover maximum
247,B,Intellectual Property Claim,"NOTICE OF UNAUTHORIZED USE OF BRAND ASSETS TO: ByteStream Technologies Inc. FROM: NovaTech Patents LLC DATE: January 9, 2025 NovaTech Patents LLC has become aware that ByteStream Technologies Inc. is using NovaTech Patents LLC's registered logos, brand imagery, and copyrighted marketing materials without authorization in its advertising campaigns. This unauthorized use falsely implies an endorsement or affiliation between the parties that does not exist. Such conduct constitutes trademark infringement, copyright infringement, and false advertising under applicable federal and state law. NovaTech Patents LLC demands immediate removal of all such materials from ByteStream Technologies Inc.'s website, social media, and printed collateral within 30 hours of this notice, and reserves all rights to seek damages and attorney's fees.",116,837,notice unauthorized use brand asset bytestream technology inc novatech patent llc date january novatech patent llc become aware bytestream technology inc using novatech patent llc registered logo brand imagery copyrighted marketing material without authorization advertising campaign unauthorized use falsely implies endorsement affiliation party exist conduct constitutes trademark infringement copyright infringement false advertising applicable federal state law novatech patent llc demand immediate removal material bytestream technology inc website social medium printed collateral within hour notice reserve right seek damage attorney fee
248,C,Regulatory Compliance,"WORKPLACE SAFETY ENFORCEMENT NOTICE TO: StreamLine Networks Ltd. FROM: Telecommunications Regulatory Office DATE: March 3, 2024 An unannounced workplace inspection conducted on February 14, 2023 identified serious violations of the Sarbanes-Oxley Act (SOX) at StreamLine Networks Ltd.'s premises. Hazards identified include inadequate machine guarding, absence of required safety signage, and failure to maintain mandatory incident logs. These violations present an imminent risk to worker safety. StreamLine Networks Ltd. is directed to cease the affected operations immediately and submit a corrective action plan within 10 days. Penalties of up to $150,000 per violation will apply. A follow-up inspection will be conducted within 30 days to verify compliance.",106,763,workplace safety enforcement notice streamline network ltd telecommunication regulatory office date march unannounced workplace inspection conducted february identified serious violation sarbanes oxley act sox streamline network ltd premise hazard identified include inadequate machine guarding absence required safety signage failure maintain mandatory incident log violation present imminent risk worker safety streamline network ltd directed cease affected operation immediately submit corrective action plan within day penalty per violation apply follow inspection conducted within day verify compliance
249,B,Intellectual Property Claim,"NOTICE OF PLAGIARISM AND COPYRIGHT VIOLATION TO: DevStack Innovations FROM: CodePatent Partners DATE: July 8, 2024 CodePatent Partners is the author and copyright holder of the work 'Dynamic Load Balancing Algorithm', published in 2020. A detailed comparison confirms that DevStack Innovations's publication 'SecureVault API', released on February 14, 2023, reproduces substantial portions of CodePatent Partners's work verbatim without attribution or license. This constitutes copyright infringement under 17 U.S.C. § 501. CodePatent Partners demands immediate withdrawal of the infringing publication, public attribution, and payment of licensing fees retroactively calculated at $500,000. A written response is required within 14 days or CodePatent Partners will pursue all legal remedies including statutory damages.",109,820,notice plagiarism copyright violation devstack innovation codepatent partner date july codepatent partner author copyright holder work dynamic load balancing algorithm published detailed comparison confirms devstack innovation publication securevault api released february reproduces substantial portion codepatent partner work verbatim without attribution license constitutes copyright infringement u c codepatent partner demand immediate withdrawal infringing publication public attribution payment licensing fee retroactively calculated written response required within day codepatent partner pursue legal remedy including statutory damage
250,A,Contract Dispute,"BREACH OF CONFIDENTIALITY NOTICE TO: NorthStar Technologies Corp. FROM: BluePeak Consulting Group DATE: January 9, 2025 This correspondence constitutes formal notice under Section 9.3 of the Mutual Non-Disclosure Agreement dated June 30, 2022. It has come to BluePeak Consulting Group's attention that NorthStar Technologies Corp. has disclosed proprietary business information — including pricing structures, client lists, and product roadmaps — to unauthorized third parties. Such disclosure constitutes a material breach entitling BluePeak Consulting Group to seek injunctive relief and damages exceeding $15,000. NorthStar Technologies Corp. must confirm in writing within 7 days all disclosures made, all recipients of such information, and steps taken to retrieve or contain the disclosed materials.",110,805,breach confidentiality notice northstar technology corp bluepeak consulting group date january correspondence constitutes formal notice section mutual non disclosure agreement dated june come bluepeak consulting group attention northstar technology corp disclosed proprietary business information including pricing structure client list product roadmaps unauthorized third party disclosure constitutes material breach entitling bluepeak consulting group seek injunctive relief damage exceeding northstar technology corp must confirm writing within day disclosure made recipient information step taken retrieve contain disclosed material
251,A,Contract Dispute,"DISPUTE NOTICE — EXCLUSIVITY VIOLATION TO: Pinnacle Construction Ltd. FROM: TerraForm Engineering DATE: December 2, 2024 This notice is issued to Pinnacle Construction Ltd. regarding a breach of the exclusivity provisions in the Licensing Agreement dated December 15, 2023. Section 5.1 of that agreement grants TerraForm Engineering the exclusive right to distribute Pinnacle Construction Ltd.'s products within the Latin America region. TerraForm Engineering has evidence that Pinnacle Construction Ltd. has directly supplied products to TerraForm Engineering's clients and appointed competing distributors in the exclusive territory. This constitutes a material breach. TerraForm Engineering demands immediate cessation and compensation for lost revenues estimated at $500,000, with a response required within 10 business days.",111,829,dispute notice exclusivity violation pinnacle construction ltd terraform engineering date december notice issued pinnacle construction ltd regarding breach exclusivity provision licensing agreement dated december section agreement grant terraform engineering exclusive right distribute pinnacle construction ltd product within latin america region terraform engineering evidence pinnacle construction ltd directly supplied product terraform engineering client appointed competing distributor exclusive territory constitutes material breach terraform engineering demand immediate cessation compensation lost revenue estimated response required within business day
252,B,Intellectual Property Claim,"NOTICE OF PATENT INFRINGEMENT TO: OpenSource Dynamics Ltd. FROM: InnovateTech IP DATE: October 14, 2024 InnovateTech IP is the owner of U.S. Patent No. US 8,861,515, entitled 'Distributed Ledger Reconciliation Protocol', duly registered and in full force. It has come to InnovateTech IP's attention that OpenSource Dynamics Ltd.'s product 'NeuralEdge SDK' directly infringes one or more claims of this patent, specifically Claims 3, 7, and 12. InnovateTech IP demands that OpenSource Dynamics Ltd. immediately cease all manufacture, sale, and distribution of the infringing product and provide a written response within 7 days confirming compliance. Failure to do so will result in legal proceedings seeking injunctive relief and damages, including lost profits and reasonable royalties.",114,787,notice patent infringement opensource dynamic ltd innovatetech ip date october innovatetech ip owner u patent u entitled distributed ledger reconciliation protocol duly registered full force come innovatetech ip attention opensource dynamic ltd product neuraledge sdk directly infringes one claim patent specifically claim innovatetech ip demand opensource dynamic ltd immediately cease manufacture sale distribution infringing product provide written response within day confirming compliance failure result legal proceeding seeking injunctive relief damage including lost profit reasonable royalty
253,C,Regulatory Compliance,"FINANCIAL REPORTING NON-COMPLIANCE NOTICE TO: National Staffing Group FROM: Workplace Standards Authority DATE: February 18, 2025 Workplace Standards Authority has determined that National Staffing Group has failed to file its quarterly financial disclosure reports as required under Section 11.2 of the California Consumer Privacy Act (CCPA). Reports for the periods ending Q1 2024 remain outstanding as of this date. This constitutes a violation of mandatory reporting obligations. National Staffing Group is directed to file all outstanding reports within 30 business days. A late filing fee of $75,000 per report will be assessed. Continued non-compliance will result in suspension of National Staffing Group's operating license and referral for criminal investigation under applicable statutes.",112,799,financial reporting non compliance notice national staffing group workplace standard authority date february workplace standard authority determined national staffing group failed file quarterly financial disclosure report required section california consumer privacy act ccpa report period ending q remain outstanding date constitutes violation mandatory reporting obligation national staffing group directed file outstanding report within business day late filing fee per report assessed continued non compliance result suspension national staffing group operating license referral criminal investigation applicable statute
254,A,Contract Dispute,"BREACH OF CONFIDENTIALITY NOTICE TO: Orion Dynamics Inc. FROM: Vertex Solutions LLC DATE: August 19, 2024 This correspondence constitutes formal notice under Section 3.4 of the Mutual Non-Disclosure Agreement dated January 15, 2022. It has come to Vertex Solutions LLC's attention that Orion Dynamics Inc. has disclosed proprietary business information — including pricing structures, client lists, and product roadmaps — to unauthorized third parties. Such disclosure constitutes a material breach entitling Vertex Solutions LLC to seek injunctive relief and damages exceeding $150,000. Orion Dynamics Inc. must confirm in writing within 7 days all disclosures made, all recipients of such information, and steps taken to retrieve or contain the disclosed materials.",110,767,breach confidentiality notice orion dynamic inc vertex solution llc date august correspondence constitutes formal notice section mutual non disclosure agreement dated january come vertex solution llc attention orion dynamic inc disclosed proprietary business information including pricing structure client list product roadmaps unauthorized third party disclosure constitutes material breach entitling vertex solution llc seek injunctive relief damage exceeding orion dynamic inc must confirm writing within day disclosure made recipient information step taken retrieve contain disclosed material
255,C,Regulatory Compliance,"ENVIRONMENTAL NON-COMPLIANCE NOTICE TO: FastBuy E-Commerce Ltd. FROM: Consumer Protection Bureau DATE: May 16, 2025 An inspection of FastBuy E-Commerce Ltd.'s facility at 88 Harbor Way, Seattle, WA 98101 on March 1, 2022 revealed violations of the California Consumer Privacy Act (CCPA). Specifically, emissions from FastBuy E-Commerce Ltd.'s operations were measured at 45000% above the permitted threshold under License No. REG-36062. You are ordered to immediately reduce emissions to compliant levels, submit an environmental impact report within 21 days, and propose a binding remediation schedule. Continued non-compliance beyond the stated deadline will result in mandatory facility suspension and civil penalties of $350,000 per violation. This notice is issued without prejudice to further enforcement action.",114,818,environmental non compliance notice fastbuy e commerce ltd consumer protection bureau date may inspection fastbuy e commerce ltd facility harbor way seattle wa march revealed violation california consumer privacy act ccpa specifically emission fastbuy e commerce ltd operation measured permitted threshold license reg ordered immediately reduce emission compliant level submit environmental impact report within day propose binding remediation schedule continued non compliance beyond stated deadline result mandatory facility suspension civil penalty per violation notice issued without prejudice enforcement action
256,A,Contract Dispute,"DISPUTE NOTICE — EXCLUSIVITY VIOLATION TO: Coastal Logistics Partners FROM: Meridian Freight Services DATE: January 9, 2025 This notice is issued to Coastal Logistics Partners regarding a breach of the exclusivity provisions in the Licensing Agreement dated September 12, 2022. Section 3.4 of that agreement grants Meridian Freight Services the exclusive right to distribute Coastal Logistics Partners's products within the Latin America region. Meridian Freight Services has evidence that Coastal Logistics Partners has directly supplied products to Meridian Freight Services's clients and appointed competing distributors in the exclusive territory. This constitutes a material breach. Meridian Freight Services demands immediate cessation and compensation for lost revenues estimated at $50,000, with a response required within 30 business days.",116,848,dispute notice exclusivity violation coastal logistics partner meridian freight service date january notice issued coastal logistics partner regarding breach exclusivity provision licensing agreement dated september section agreement grant meridian freight service exclusive right distribute coastal logistics partner product within latin america region meridian freight service evidence coastal logistics partner directly supplied product meridian freight service client appointed competing distributor exclusive territory constitutes material breach meridian freight service demand immediate cessation compensation lost revenue estimated response required within business day
257,B,Intellectual Property Claim,"NOTICE OF TRADE SECRET MISAPPROPRIATION TO: MediaForge Corp. FROM: Creative Works International DATE: October 14, 2024 Creative Works International hereby provides notice that MediaForge Corp. has misappropriated trade secrets belonging to Creative Works International in violation of the Defend Trade Secrets Act (18 U.S.C. § 1836). The misappropriated information includes proprietary algorithms, manufacturing processes, and customer data compiled over 11 years of investment. This information was wrongfully acquired through a former Creative Works International employee now working at MediaForge Corp.. Creative Works International demands an immediate halt to any use of such information, preservation of all relevant records, and a written response within 10 days, failing which an application for emergency injunctive relief will be filed.",116,848,notice trade secret misappropriation mediaforge corp creative work international date october creative work international hereby provides notice mediaforge corp misappropriated trade secret belonging creative work international violation defend trade secret act u c misappropriated information includes proprietary algorithm manufacturing process customer data compiled year investment information wrongfully acquired former creative work international employee working mediaforge corp creative work international demand immediate halt use information preservation relevant record written response within day failing application emergency injunctive relief filed
258,B,Intellectual Property Claim,"NOTICE OF PATENT LICENSING OBLIGATION TO: OpenSource Dynamics Ltd. FROM: InnovateTech IP DATE: April 15, 2024 InnovateTech IP holds an essential patent portfolio covering standards implemented in OpenSource Dynamics Ltd.'s product 'AutoScale Engine'. As a participant in the USB 4.0 standard, InnovateTech IP has committed to licensing these patents on FRAND (Fair, Reasonable, and Non-Discriminatory) terms. OpenSource Dynamics Ltd.'s commercial deployment of technology implementing this standard without obtaining a license from InnovateTech IP constitutes patent infringement. InnovateTech IP invites OpenSource Dynamics Ltd. to enter into good-faith licensing negotiations within 21 days. Failure to respond will be taken as a refusal to negotiate in good faith, and InnovateTech IP will pursue all appropriate legal and regulatory remedies.",116,846,notice patent licensing obligation opensource dynamic ltd innovatetech ip date april innovatetech ip hold essential patent portfolio covering standard implemented opensource dynamic ltd product autoscale engine participant usb standard innovatetech ip committed licensing patent frand fair reasonable non discriminatory term opensource dynamic ltd commercial deployment technology implementing standard without obtaining license innovatetech ip constitutes patent infringement innovatetech ip invite opensource dynamic ltd enter good faith licensing negotiation within day failure respond taken refusal negotiate good faith innovatetech ip pursue appropriate legal regulatory remedy
259,C,Regulatory Compliance,"NOTICE OF DATA PROTECTION BREACH TO: Pinnacle Lending Solutions Inc. FROM: Office of Financial Regulation DATE: May 22, 2024 Pursuant to the Consumer Financial Protection Act (CFPA), Office of Financial Regulation hereby notifies Pinnacle Lending Solutions Inc. of its failure to report a personal data breach within the mandatory 21-hour notification window. The breach, which occurred on February 14, 2023, affected the personal data of approximately 10000 individuals. Pinnacle Lending Solutions Inc.'s failure to notify affected individuals and this authority constitutes a serious infringement. Pinnacle Lending Solutions Inc. is directed to submit a full incident report, including root cause analysis and remediation steps, within 21 business days. Non-compliance may result in administrative fines of up to $1,000,000 or 8% of annual global turnover, whichever is greater.",126,880,notice data protection breach pinnacle lending solution inc office financial regulation date may pursuant consumer financial protection act cfpa office financial regulation hereby notifies pinnacle lending solution inc failure report personal data breach within mandatory hour notification window breach occurred february affected personal data approximately individual pinnacle lending solution inc failure notify affected individual authority constitutes serious infringement pinnacle lending solution inc directed submit full incident report including root cause analysis remediation step within business day non compliance may result administrative fine annual global turnover whichever greater
260,C,Regulatory Compliance,"CONSUMER PROTECTION COMPLIANCE NOTICE TO: Horizon Capital Partners FROM: Securities Enforcement Division DATE: April 7, 2025 Following a review of consumer complaints received between Q1 2023, Securities Enforcement Division has determined that Horizon Capital Partners's marketing practices constitute violations of the General Data Protection Regulation (GDPR). Specifically, Horizon Capital Partners has engaged in misleading pricing representations and failed to honor statutory refund rights. You are directed to revise all non-compliant advertising materials and implement a compliant refund process within 30 days. Full compliance reports must be submitted to this office. Failure to comply will result in public enforcement action, mandatory consumer redress, and fines of up to $350,000.",108,796,consumer protection compliance notice horizon capital partner security enforcement division date april following review consumer complaint received q security enforcement division determined horizon capital partner marketing practice constitute violation general data protection regulation gdpr specifically horizon capital partner engaged misleading pricing representation failed honor statutory refund right directed revise non compliant advertising material implement compliant refund process within day full compliance report must submitted office failure comply result public enforcement action mandatory consumer redress fine
261,C,Regulatory Compliance,"CONSUMER PROTECTION COMPLIANCE NOTICE TO: Meridian Manufacturing Co. FROM: Health & Safety Enforcement Agency DATE: May 22, 2024 Following a review of consumer complaints received between Q3 2023, Health & Safety Enforcement Agency has determined that Meridian Manufacturing Co.'s marketing practices constitute violations of the Food Safety Modernization Act (FSMA). Specifically, Meridian Manufacturing Co. has engaged in misleading pricing representations and failed to honor statutory refund rights. You are directed to revise all non-compliant advertising materials and implement a compliant refund process within 14 days. Full compliance reports must be submitted to this office. Failure to comply will result in public enforcement action, mandatory consumer redress, and fines of up to $350,000.",112,802,consumer protection compliance notice meridian manufacturing co health safety enforcement agency date may following review consumer complaint received q health safety enforcement agency determined meridian manufacturing co marketing practice constitute violation food safety modernization act fsma specifically meridian manufacturing co engaged misleading pricing representation failed honor statutory refund right directed revise non compliant advertising material implement compliant refund process within day full compliance report must submitted office failure comply result public enforcement action mandatory consumer redress fine
262,B,Intellectual Property Claim,"NOTICE OF PATENT LICENSING OBLIGATION TO: LifeScience Ventures Corp. FROM: BioMed IP Group DATE: March 25, 2025 BioMed IP Group holds an essential patent portfolio covering standards implemented in LifeScience Ventures Corp.'s product 'NeuralEdge SDK'. As a participant in the IEEE 802.11ax standard, BioMed IP Group has committed to licensing these patents on FRAND (Fair, Reasonable, and Non-Discriminatory) terms. LifeScience Ventures Corp.'s commercial deployment of technology implementing this standard without obtaining a license from BioMed IP Group constitutes patent infringement. BioMed IP Group invites LifeScience Ventures Corp. to enter into good-faith licensing negotiations within 7 days. Failure to respond will be taken as a refusal to negotiate in good faith, and BioMed IP Group will pursue all appropriate legal and regulatory remedies.",122,857,notice patent licensing obligation lifescience venture corp biomed ip group date march biomed ip group hold essential patent portfolio covering standard implemented lifescience venture corp product neuraledge sdk participant ieee ax standard biomed ip group committed licensing patent frand fair reasonable non discriminatory term lifescience venture corp commercial deployment technology implementing standard without obtaining license biomed ip group constitutes patent infringement biomed ip group invite lifescience venture corp enter good faith licensing negotiation within day failure respond taken refusal negotiate good faith biomed ip group pursue appropriate legal regulatory remedy
263,B,Intellectual Property Claim,"DOMAIN NAME DISPUTE NOTICE TO: Pixel Factory Ltd. FROM: DesignEdge Studio DATE: March 3, 2024 DesignEdge Studio is the owner of the federally registered trademark 'STREAMLINE' and the domain name novex.com. Pixel Factory Ltd. has registered and is using the domain 'ProSuite Enterprise v4.0', which is confusingly similar to DesignEdge Studio's trademark and domain. This constitutes cybersquatting under the Anti-Cybersquatting Consumer Protection Act (15 U.S.C. § 1125(d)). DesignEdge Studio demands immediate transfer of the disputed domain to DesignEdge Studio without compensation. If voluntary transfer is not confirmed within 14 days, DesignEdge Studio will initiate proceedings under ICANN's Uniform Domain Name Dispute Resolution Policy (UDRP) and seek all available legal remedies.",110,791,domain name dispute notice pixel factory ltd designedge studio date march designedge studio owner federally registered trademark streamline domain name novex com pixel factory ltd registered using domain prosuite enterprise v confusingly similar designedge studio trademark domain constitutes cybersquatting anti cybersquatting consumer protection act u c designedge studio demand immediate transfer disputed domain designedge studio without compensation voluntary transfer confirmed within day designedge studio initiate proceeding icann uniform domain name dispute resolution policy udrp seek available legal remedy
